"Year","State","market_type","measure_type","unit_info","Domain.Category","Value"
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)",57
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (BEAUVERIA BASSIANA = 128924)",NA
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",61
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)",60
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)",NA
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)",7
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (BT KURSTAKI SA-11 = 6519)",34
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (CANOLA OIL = 11332)",NA
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)",29
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)",NA
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)",16
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)",44
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (ETOXAZOLE = 107091)",NA
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (FENBUTATIN-OXIDE = 104601)",NA
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)",47
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)",NA
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)",73
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)",37
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)",55
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)",15
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)",NA
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (MALATHION = 57701)",19
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)",66
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (NALED = 34401)",NA
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (NEEM OIL = 25006)",NA
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (NEEM OIL, CLAR. HYD. = 25007)",NA
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)",56
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)",NA
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)",NA
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (PYRIDABEN = 129105)",NA
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)",70
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)",27
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)",33
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (TOTAL)",93
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)",NA
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, OTHER: (CAPSICUM OLEORESIN EXTRACT = 70704)",NA
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)",59
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)",29
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)",41
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, OTHER: (GARLIC OIL = 128827)",NA
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",NA
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, OTHER: (IRON PHOSPHATE = 34903)",NA
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, OTHER: (METALDEHYDE = 53001)",NA
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)",NA
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, OTHER: (METAM-SODIUM = 39003)",NA
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, OTHER: (PEROXYACETIC ACID = 63201)",NA
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, OTHER: (PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)",NA
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)",NA
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, OTHER: (TOTAL)",71
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","FERTILIZER: (NITROGEN)",61
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","FERTILIZER: (PHOSPHATE)",63
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","FERTILIZER: (POTASH)",72
2023,"CALIFORNIA","BEARING","TREATED","PCT OF AREA BEARING, AVG","FERTILIZER: (SULFUR)",NA
2023,"FLORIDA",NA,"ACRES HARVESTED",NA,"NOT SPECIFIED",14100
2023,"FLORIDA",NA,"APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (OXATHIAPIPROLIN = 128111)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (PYRIOFENONE = 28828)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (ZOXAMIDE = 101702)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB","CHEMICAL, HERBICIDE: (METSULFURON-METHYL = 122010)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB","CHEMICAL, HERBICIDE: (PENOXSULAM = 119031)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (BETA-CYFLUTHRIN = 118831)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (ETHYL (2E;4Z)-DECADIENOATE = 144022)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (OXAMYL = 103801)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB","CHEMICAL, OTHER: (CUPRAMMONIUM ACETATE = 36011)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB","CHEMICAL, OTHER: (DODECADIEN-1-OL = 129028)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB","CHEMICAL, OTHER: (FLUENSULFONE = 50410)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB","CHEMICAL, OTHER: (GIBBERELLIC ACID = 43801)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (OXATHIAPIPROLIN = 128111)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (PYRIOFENONE = 28828)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (ZOXAMIDE = 101702)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (METSULFURON-METHYL = 122010)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (PENOXSULAM = 119031)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (BETA-CYFLUTHRIN = 118831)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (ETHYL (2E;4Z)-DECADIENOATE = 144022)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (OXAMYL = 103801)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER: (CUPRAMMONIUM ACETATE = 36011)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER: (DODECADIEN-1-OL = 129028)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER: (FLUENSULFONE = 50410)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER: (GIBBERELLIC ACID = 43801)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE: (OXATHIAPIPROLIN = 128111)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE: (PYRIOFENONE = 28828)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE: (ZOXAMIDE = 101702)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (METSULFURON-METHYL = 122010)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (PENOXSULAM = 119031)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE: (BETA-CYFLUTHRIN = 118831)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE: (ETHYL (2E;4Z)-DECADIENOATE = 144022)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE: (OXAMYL = 103801)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, OTHER: (CUPRAMMONIUM ACETATE = 36011)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, OTHER: (DODECADIEN-1-OL = 129028)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, OTHER: (FLUENSULFONE = 50410)",NA
2023,"FLORIDA",NA,"APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, OTHER: (GIBBERELLIC ACID = 43801)",NA
2023,"FLORIDA",NA,"APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE: (OXATHIAPIPROLIN = 128111)",NA
2023,"FLORIDA",NA,"APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE: (PYRIOFENONE = 28828)",NA
2023,"FLORIDA",NA,"APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE: (ZOXAMIDE = 101702)",NA
2023,"FLORIDA",NA,"APPLICATIONS","NUMBER, AVG","CHEMICAL, HERBICIDE: (METSULFURON-METHYL = 122010)",NA
2023,"FLORIDA",NA,"APPLICATIONS","NUMBER, AVG","CHEMICAL, HERBICIDE: (PENOXSULAM = 119031)",NA
2023,"FLORIDA",NA,"APPLICATIONS","NUMBER, AVG","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)",NA
2023,"FLORIDA",NA,"APPLICATIONS","NUMBER, AVG","CHEMICAL, INSECTICIDE: (BETA-CYFLUTHRIN = 118831)",NA
2023,"FLORIDA",NA,"APPLICATIONS","NUMBER, AVG","CHEMICAL, INSECTICIDE: (ETHYL (2E;4Z)-DECADIENOATE = 144022)",NA
2023,"FLORIDA",NA,"APPLICATIONS","NUMBER, AVG","CHEMICAL, INSECTICIDE: (OXAMYL = 103801)",NA
2023,"FLORIDA",NA,"APPLICATIONS","NUMBER, AVG","CHEMICAL, OTHER: (CUPRAMMONIUM ACETATE = 36011)",NA
2023,"FLORIDA",NA,"APPLICATIONS","NUMBER, AVG","CHEMICAL, OTHER: (DODECADIEN-1-OL = 129028)",NA
2023,"FLORIDA",NA,"APPLICATIONS","NUMBER, AVG","CHEMICAL, OTHER: (FLUENSULFONE = 50410)",NA
2023,"FLORIDA",NA,"APPLICATIONS","NUMBER, AVG","CHEMICAL, OTHER: (GIBBERELLIC ACID = 43801)",NA
2023,"FLORIDA",NA,"TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE: (OXATHIAPIPROLIN = 128111)",NA
2023,"FLORIDA",NA,"TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE: (PYRIOFENONE = 28828)",NA
2023,"FLORIDA",NA,"TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE: (ZOXAMIDE = 101702)",NA
2023,"FLORIDA",NA,"TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (METSULFURON-METHYL = 122010)",NA
2023,"FLORIDA",NA,"TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (PENOXSULAM = 119031)",NA
2023,"FLORIDA",NA,"TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)",NA
2023,"FLORIDA",NA,"TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (BETA-CYFLUTHRIN = 118831)",NA
2023,"FLORIDA",NA,"TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (ETHYL (2E;4Z)-DECADIENOATE = 144022)",NA
2023,"FLORIDA",NA,"TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE: (OXAMYL = 103801)",NA
2023,"FLORIDA",NA,"TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, OTHER: (CUPRAMMONIUM ACETATE = 36011)",NA
2023,"FLORIDA",NA,"TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, OTHER: (DODECADIEN-1-OL = 129028)",NA
2023,"FLORIDA",NA,"TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, OTHER: (FLUENSULFONE = 50410)",NA
2023,"FLORIDA",NA,"TREATED","PCT OF AREA BEARING, AVG","CHEMICAL, OTHER: (GIBBERELLIC ACID = 43801)",NA
2023,"FLORIDA",NA,"YIELD","CWT / ACRE","NOT SPECIFIED",210
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",100
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFAC F727 = 16489)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)",144000
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (CYMOXANIL = 129106)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)",9700
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (FAMOXADONE = 113202)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)",6100
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (ISOFETAMID = 270000)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (PYDIFLUMETOFEN = 90110)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (SULFUR = 77501)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (THIRAM = 79801)",112100
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (TOTAL)",302700
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, HERBICIDE: (TOTAL)",9900
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)",100
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)",500
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)",100
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)",400
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (MALATHION = 57701)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (NALED = 34401)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)",1500
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)",400
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (TOTAL)",12300
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, OTHER: (CYTOKININS = 116801)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, OTHER: (INDOLEBUTYRIC ACID = 46701)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, OTHER: (PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB","CHEMICAL, OTHER: (TOTAL)",5100
2023,"FLORIDA","BEARING","APPLICATIONS","LB","FERTILIZER: (NITROGEN)",283000
2023,"FLORIDA","BEARING","APPLICATIONS","LB","FERTILIZER: (PHOSPHATE)",52000
2023,"FLORIDA","BEARING","APPLICATIONS","LB","FERTILIZER: (POTASH)",538000
2023,"FLORIDA","BEARING","APPLICATIONS","LB","FERTILIZER: (SULFUR)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",0.151
2023,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFAC F727 = 16489)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)",NA
2023,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)",2.012
2023,"FLORIDA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)",NA
